rowId,id,createdDate,updatedDate,version,nameID,authorizationId,contextId,communityId,agentId,spaceId,collaborationId,profileId,storageAggregatorId,accountId,type,settingsStr,level
154,00b45a22-9b15-4a25-af47-8b25420bfa22,"2023-10-10 13:11:34.592068","2024-04-30 14:41:41.193263",3,pre-release-ch-10-10-7771,12734433-8ae0-43df-8a00-291297b99ff9,5c65bcd9-0de8-4d73-a69a-ff99ad6cedf9,612240cf-988d-4118-bd25-95ea20b45619,3669d888-6d6c-496c-922a-f57674d78bb2,cb4e9122-c9c6-44b2-8af8-d195c43738a8,8a403abd-ab62-4ba2-adef-1130f6004001,92d8a68b-d488-4d37-885f-604b01ef8f9b,b13d5f00-3c05-4852-bbc4-619653d760f4,8e1ac03e-eda2-47c6-98b1-38e7f688e4bb,challenge,"{"privacy":{"mode":"public"},"membership":{"policy":"applications","trustedOrganizations":[]},"collaboration":{"inheritMembershipRights":true,"allowMembersToCreateSubspaces":false,"allowMembersToCreateCallouts":false}}",1
1,013ff278-eae0-4892-b28e-cb163077e094,"2023-08-22 10:09:03.055176","2024-04-30 14:41:36.836109",3,marinatestchalleng-6626,1c397778-aa81-4891-b26b-aaacee8daada,0ab5df48-d901-4709-86e4-3c8ede2fbcc0,26f56639-b03a-4403-bcd3-643ec34a3f33,47f4a72c-7569-4907-9b7c-94b1585b1533,e4c05efe-e433-404c-b150-81eb6ae10a77,b750bdb7-fe4b-4a47-b58d-cd73219fb22a,1f1130d2-2ad6-4c93-8db2-55da1164d056,a81b5f4a-53c4-4780-88e3-821bcd673d8b,760673f9-7ddd-4cde-8e5a-7ffe7ed35d5e,challenge,"{"privacy":{"mode":"public"},"membership":{"policy":"open","trustedOrganizations":[]},"collaboration":{"inheritMembershipRights":true,"allowMembersToCreateSubspaces":false,"allowMembersToCreateCallouts":false}}",1
2,027f9a20-c130-4ceb-9ecc-7b3d74c1e49c,"2022-12-08 12:06:01.153383","2024-04-30 14:41:36.868770",3,chal-release-08-12-2-1341,bed36abc-d454-49f0-83c3-b14ec600c41f,a5bb845a-1efc-4cd5-b3b8-c5cb6d47cf6a,7e390c77-daae-4678-8d6b-56fc52739a78,a56cc6d0-fd91-415e-a1a6-8fea324313f2,a920b81b-0bb5-4236-803e-ddd8ef7917a7,c5fbbfb7-4466-4060-b8c7-429ff026b516,e5b9fa81-90db-42cc-ac7e-76ed5d8cd5b7,336d3b3f-34df-4be0-a699-37755619ebcc,501bf5c3-b03d-4e78-899c-587c44860cf9,challenge,"{"privacy":{"mode":"public"},"membership":{"policy":"applications","trustedOrganizations":[]},"collaboration":{"inheritMembershipRights":true,"allowMembersToCreateSubspaces":true,"allowMembersToCreateCallouts":false}}",1
3,03bb35b2-526c-4e8c-89b6-ca24b2cf3115,"2023-01-12 13:08:23.440520","2024-04-30 14:41:36.896206",3,private-challenge1-3139,aae8b5ad-0282-4be0-864d-cc0485d0d03d,a57a98ae-880b-40e5-bf05-e8f3e55eaa1c,94f22331-9c55-42b1-9b9a-d344cea33e9a,0e0d7315-22d6-44ad-9f88-8dbc1b9827ef,6792107b-befe-4e35-8853-c1197c72a7a0,66157898-7054-46c5-bd1c-88f0b1139351,5bc668f1-96bb-4bb6-acb7-4453232651fe,ccbb799b-948b-41b5-b8b0-1367b145092b,fa7550c2-78b1-402d-9b22-e8733aa48137,challenge,"{"privacy":{"mode":"public"},"membership":{"policy":"open","trustedOrganizations":[]},"collaboration":{"inheritMembershipRights":true,"allowMembersToCreateSubspaces":false,"allowMembersToCreateCallouts":false}}",1
4,03f77546-db94-485b-8f56-83d2f1dfeeee,"2022-07-13 14:22:30.710973","2024-04-30 14:41:36.921209",3,ch16,7b79722c-0e39-4dd1-a5c4-ded292d34dc0,ca8a7f47-94bc-4500-9412-f1b13fa227bc,f782ca3d-9cf3-47cb-919f-9e2eeadc908d,e09c320a-5cda-459a-8876-20c44fd27f6f,e4686b3a-e65f-4b63-851b-2620aef98a13,b9489fdc-b677-4249-b967-69639956381e,15cd2895-ef5f-4e62-9862-d9a452ed895a,fc54fb7c-f85e-4066-99a2-5200820c5bdd,202a2301-5e6a-43ab-a65c-cbcaa3a41461,challenge,"{"privacy":{"mode":"public"},"membership":{"policy":"applications","trustedOrganizations":[]},"collaboration":{"inheritMembershipRights":true,"allowMembersToCreateSubspaces":false,"allowMembersToCreateCallouts":false}}",1
5,068eece4-aeb5-48d2-abf5-5062d91a500a,"2023-09-20 09:51:23.450374","2024-04-30 14:41:36.947294",3,challenge-20-09-23-r-5446,50febe96-4bf5-43b7-93ea-ba0680bbea85,4790fa18-0765-4837-a019-1bd1032202c8,f1f0a7a1-45a1-450c-9913-f15e679c8230,a32e4999-f2fc-45b3-ab4a-f9366c7b6455,144c20b9-417b-424f-ae37-7952238fecf9,d7a8ce80-0a35-40b2-bc81-42d42b99828b,39c7ec3c-ac7d-488a-8676-ac99407f896e,4739c2b4-2e2a-4614-8d32-d6a7dc15bc7e,7b2f50ae-25c1-4470-9d51-68c41b6260d0,challenge,"{"privacy":{"mode":"public"},"membership":{"policy":"open","trustedOrganizations":[]},"collaboration":{"inheritMembershipRights":true,"allowMembersToCreateSubspaces":true,"allowMembersToCreateCallouts":true}}",1
6,07a23603-0fb7-4a9d-ac1d-a6fb72a78449,"2023-01-12 15:21:40.162351","2024-04-30 14:41:36.977931",3,private-ch2-5217,3d9bab5d-efd7-44a8-8420-3aa564b5c0bd,d01a5be0-670b-42f4-927f-aa1453ade4fe,8c758894-179c-4538-8243-f546ff871bf8,487052ec-4de9-4bcc-8412-c62d6264502d,224e9b46-b9d1-4d87-8e26-bd7aaa9ff6b4,5d8aad3c-4e21-4d6d-8128-e65af8657ce5,43e47030-4d14-4b8a-b805-8a3d05c07bcd,aa44a66d-faf4-4648-89a9-477b76f5e2ff,7068f000-9570-4a84-8509-b2ce72a06bee,challenge,"{"privacy":{"mode":"private"},"membership":{"policy":"applications","trustedOrganizations":[]},"collaboration":{"inheritMembershipRights":true,"allowMembersToCreateSubspaces":false,"allowMembersToCreateCallouts":false}}",1
7,0a222cd3-3c8f-4534-9d0b-2f7ef7d453d6,"2023-05-10 07:59:08.052580","2024-04-30 14:41:37.002186",3,challenge-migrations-4311,c10ececb-d359-4fd2-a0f0-80353add63ed,82022ca6-6bd9-4c20-8314-750810e75638,a15278d9-73df-4eac-b785-c694478c66ce,3b91b001-a8b3-404f-8844-8dc1ce2c05e4,637ba934-597c-45ec-a677-ca2be79cc7ce,93699748-4acd-4dcc-ba41-c41feaf47ea2,b8b8bc41-4460-4bbc-85ae-b106ba9c820d,e0bbc187-be51-4623-93fa-b19ccdb9250e,74f29174-2e1d-46a1-8a72-54a6977474a9,challenge,"{"privacy":{"mode":"public"},"membership":{"policy":"applications","trustedOrganizations":[]},"collaboration":{"inheritMembershipRights":true,"allowMembersToCreateSubspaces":false,"allowMembersToCreateCallouts":false}}",1
8,0ab72766-65e0-4d4b-9167-0654aad9e7bf,"2022-11-14 13:54:45.164225","2024-04-30 14:41:37.032826",3,myoneplus8tchall-9910,144740b3-1d03-4855-b482-c023faf50962,bf717f9e-cdd7-47ba-9a68-f2ad5cc3f8f3,ea490c7f-9a08-47e3-b4d6-08f0344aab4c,7db6653d-861a-41c4-8df9-e5ed87805ba1,421122fe-1105-49d8-a716-8902fcf8424f,421c873e-54d3-43d3-802a-78feff2335e4,2528811e-ea44-4834-8e5f-1b057600fc4a,67324880-2984-4974-a311-61126c9c2152,c9886092-38c0-4fbb-a918-c32f4d9786a7,challenge,"{"privacy":{"mode":"public"},"membership":{"policy":"open","trustedOrganizations":[]},"collaboration":{"inheritMembershipRights":true,"allowMembersToCreateSubspaces":false,"allowMembersToCreateCallouts":false}}",1
9,0b3c029d-efa3-4963-a33d-81f979695207,"2022-12-23 10:27:07.787417","2024-04-30 14:41:37.060088",3,123-4602,d5124745-192a-446e-bcf4-4f63f71ebb7a,5c12a151-18da-4a98-983e-f98df5546e83,f511b3a0-3390-4b2f-afc9-feff85db0e1c,d3e823d1-4b28-452b-9727-16d0ab69b393,fad55b90-3639-4e93-88c8-d0c295027c55,13d696eb-b9c7-4254-86f7-a4debb59eb3c,019c9180-2ddd-4966-a5a8-625ed8a86261,f9cd16f5-6f96-49dd-8b97-814f845036bd,4b37d4d1-d489-4d2b-9b53-4e90e58be45a,challenge,"{"privacy":{"mode":"public"},"membership":{"policy":"applications","trustedOrganizations":[]},"collaboration":{"inheritMembershipRights":true,"allowMembersToCreateSubspaces":false,"allowMembersToCreateCallouts":false}}",1
