id,createdDate,updatedDate,version,did,password,authorizationId,type
01a5e6c9-7d6b-4e72-803e-d1762367de0c,"2024-06-25 10:47:57.494637","2024-08-16 15:21:53.228099",1,,,eafe75e7-3022-41fa-afe8-814aefb84aac,virtual-contributor
02772c00-4593-4f09-b6c2-dc72b0927b94,"2023-07-27 14:03:35.757392","2024-08-16 15:21:49.651939",1,,,d0278090-6f0b-4878-977b-2d6ca0145210,organization
028cf7e1-90c9-4746-a6e4-b269fe1822b6,"2024-02-09 14:09:05.160253","2024-08-16 15:21:21.961494",1,,,48296648-2572-454d-ba62-85e70b1fdd17,space
02b39514-32c0-4883-aafe-1b32e6d20af1,"2024-07-01 10:19:21.821789","2024-08-16 15:21:53.264860",1,,,ccbfa82c-a2ac-40b9-bbcd-eb38b0a442a2,virtual-contributor
02d2bb4e-4bcd-4197-983f-32501d6d4906,"2023-08-22 10:09:29.412973","2024-08-16 15:21:44.527127",1,,,b952bc5d-2467-4fcf-94e9-c76a523489f1,user
03312fb9-8213-46ab-9887-bab690ec6668,"2022-09-15 11:04:28.931992","2024-08-16 15:21:21.992076",1,,,2e0045c8-2a0e-4582-b6ff-b5456f575ae7,space
03aa4d47-1f5e-4419-a702-838ed1a9a9e8,"2023-11-23 21:33:02.047438","2024-08-16 15:21:44.557801",1,,,7b5911d8-639c-4cfe-93af-890f5e65bbbb,user
0417f7cc-9766-40ea-847d-e32d486bf823,"2024-08-27 14:18:26.278828","2024-08-27 14:18:26.278828",1,,,6113158d-c2e7-4628-a7f3-200330c4c05d,account
043b3a63-6645-4b48-993f-4b68df9308e2,"2024-03-07 09:24:42.936769","2024-08-16 15:21:22.026432",1,,,7e7e764c-8c67-46a8-975f-a9c54605eb85,space
0477dd2f-ec64-4cd7-9683-9ad7cb274846,"2024-02-20 15:51:58.587437","2024-08-16 15:21:49.681054",1,,,cbad5ef0-5d01-4477-9847-3d384566ea10,organization
047ea965-268c-46e4-9c30-6d896fc8b7d5,"2023-07-20 13:04:42.063229","2024-08-16 15:21:22.056721",1,,,46828896-91bb-4e29-b682-a03b1574fef8,space
04949d10-07f2-4059-9bb2-18180d25c277,"2022-07-13 14:20:12.645910","2024-08-16 15:21:22.091253",1,,,6a66e43c-6e68-4633-a7d2-c99e74aa9825,space
050edf79-922e-4f83-be00-755172b7c356,"2024-08-13 15:39:40.933323","2024-08-16 15:21:22.122988",1,,,b3b7abad-c53e-4d39-a293-37327121a95d,space
051dea0b-306b-4e5f-a844-852c857cb6aa,"2024-07-05 08:33:18.560793","2024-08-16 15:21:22.157001",1,,,cb8c7981-4424-4d26-8f37-ba4134109e92,space
052e5580-a634-431d-9d0a-02b7ef937a1f,"2024-08-27 14:18:15.516116","2024-08-27 14:18:15.516116",1,,,fb40be35-6555-4de0-9677-76abc6c26f2b,account
053205b5-dffd-4171-9f10-26bdcb66ee0a,"2024-06-06 07:50:35.525651","2024-08-16 15:21:14.987369",1,,,bebb2631-8f3e-4820-8196-6bd5550dfbd1,account
05cf2134-3af9-4aea-8d26-ce4df2aa1ace,"2022-07-13 14:17:22.566667","2024-08-16 15:21:22.188490",1,,,75370ae4-4629-48e6-aeab-cdb963c78eb4,space
062cb29a-11cc-4d2a-a7e1-950a1d3b710d,"2024-02-12 09:18:34.624630","2024-08-16 15:21:22.222973",1,,,e63b0396-bc20-4ff7-b249-5deca745760a,space
063a2adc-7f41-40bf-9c54-9bbd0fe46107,"2023-01-26 18:37:57.668947","2024-08-16 15:21:22.261804",1,,,2d67c581-cd03-4b02-9f5e-e690313c2206,space
0656a88c-03d2-49dd-86ea-66ec086db14a,"2022-07-13 14:19:21.401979","2024-08-16 15:21:22.297435",1,,,bbea90e1-183a-491c-8f92-9758e58c7730,space
066ce040-bafa-4490-adb9-04db69ccaee8,"2024-06-03 11:31:09.304079","2024-08-16 15:21:15.019606",1,,,2029c0ef-f40e-405c-bf9f-5b790a4a696d,account
066f9370-8c75-4f37-ba12-6fe1e37e8db1,"2023-08-16 15:52:10.921370","2024-08-16 15:21:22.337919",1,,,e0b92f90-fcf9-4f7a-bbb7-a37c40b90678,space
0670cd93-8897-42f9-ac3c-5641b9990e93,"2023-08-03 12:27:22.050319","2024-08-16 15:21:49.714603",1,,,b555639b-18d8-400a-9757-8ff725b5eb89,organization
069c6f04-902c-4d2a-a376-d2b809e7ce22,"2022-07-13 14:32:26.534726","2024-08-16 15:21:22.367494",1,,,3034d99f-b54a-43d5-8073-09bf5c5506af,space
06a6bd24-65e2-4bf3-806a-4b3adfeb7c38,"2024-08-12 13:17:57.363605","2024-08-16 15:21:22.400650",1,,,a35217dc-f5fc-4649-a331-ef21c961e3b6,space
06edf448-f881-430b-ab08-bcc2e3597dbe,"2023-03-31 14:23:34.686984","2024-08-16 15:21:22.434749",1,,,b65a858b-756e-489d-a5ca-553fae71b7cf,space
076e4853-8fc9-4740-9c8a-ade3accf2231,"2024-08-27 14:18:24.224274","2024-08-27 14:18:24.224274",1,,,b9e4b77d-4669-423c-a594-912a4e109a9a,account
0771532e-053f-4f7e-9f13-a207515d281a,"2023-06-28 08:26:36.358925","2024-08-16 15:21:44.588696",1,,,bd167b87-c47e-4edc-9928-6fb43037d7c8,user
079dcc84-0b80-427a-97ab-364182f10e85,"2024-05-28 13:05:06.376755","2024-08-16 15:21:22.469420",1,,,5b2e3d97-512b-4342-92e4-e607625577d3,space
07dad7d9-8a7e-40d6-9edd-1113eaa1f72b,"2023-12-05 13:00:05.681974","2024-08-16 15:21:22.509303",1,,,16be3caf-a99e-47fd-93d7-dddbec8ae1fc,space
07db7c49-f328-4711-a5e0-ba3fce62f404,"2023-11-09 15:55:56.120452","2024-08-16 15:21:49.745513",1,,,1587385e-2925-42ef-af99-4cff74ed84e5,organization
0804c73f-d413-4626-915a-009c3b493b52,"2024-05-16 13:05:58.085146","2024-08-16 15:21:22.545140",1,,,34e2c51f-e479-4c7c-a434-12821a85c0d4,space
088d6c2d-d010-421d-99ec-638ce49b298c,"2024-08-27 14:18:21.701320","2024-08-27 14:18:21.701320",1,,,c9bf26e9-71b0-435a-bc80-3cf0915addbe,account
08e4502f-c0d6-4829-8607-009defb7581d,"2023-03-01 14:27:38.161369","2024-08-16 15:21:22.576730",1,,,49ab2441-9315-4a7b-9492-4972ed01009b,space
0902c664-1718-44a6-bbfa-fa81582db17f,"2023-06-27 12:15:59.791904","2024-08-16 15:21:22.610052",1,,,bec6cc7a-3fc6-42e1-997e-83816aabd28d,space
09440c07-eafa-4795-9b67-b58ae90038ee,"2023-04-21 13:34:27.467924","2024-08-16 15:21:49.778167",1,,,35373203-ad49-4901-9e32-32ca0e967312,organization
094eedfe-a5ac-4fc0-90ac-707c13897f58,"2024-07-01 07:47:19.345093","2024-08-16 15:21:22.645342",1,,,4bccb909-541b-4464-94f1-168f3cbf72bc,space
097cca8d-ace9-4747-ba67-41b014ac4382,"2024-08-29 07:38:59.043146","2024-08-29 07:38:59.043146",1,,,c8d556ce-6eda-4642-ba3d-3071daf39037,space
09be2c63-8e35-4860-8c6e-46cb378f773e,"2024-08-12 13:07:19.637806","2024-08-16 15:21:15.159217",1,,,48b7d0cb-c4d6-4640-8b84-c9c42f568368,account
09f944c3-08fe-4501-adcc-1ffa2bbf283b,"2024-04-08 08:18:00.438392","2024-08-16 15:21:44.620336",1,,,f0da76a6-b77d-4e1a-a3f2-9f0c1a02e3cd,user
0a03bf39-c1fe-491f-b31e-259f87270123,"2023-06-21 11:13:04.433137","2024-08-16 15:21:44.649945",1,,,c28c7a97-8aee-4fdf-9590-91610aac2650,user
0a5fe439-0102-4ee7-9ae8-61f2a74455f0,"2024-08-27 14:18:43.002480","2024-08-27 14:18:43.002480",1,,,19858cbd-6510-4b79-afa3-a740bf1152c8,account
0a695fec-c85f-4d55-bd85-bd6106209c45,"2024-07-19 10:25:52.641946","2024-08-16 15:21:15.192679",1,,,d9f97ed2-dd58-4527-b5f8-e58308ba177d,account
0aa347f6-b7f1-4bca-a36c-11ca4edb490b,"2024-03-06 12:59:55.329139","2024-08-16 15:21:22.675647",1,,,74f7b7e5-71c5-487b-b2bb-8a8f62c81860,space
0b052076-fa97-4285-90ec-b62eba55e70f,"2024-08-27 14:18:27.996931","2024-08-27 14:18:27.996931",1,,,8727b427-d5e5-48ee-87ea-36e4f3612f32,account
0b0dab02-1ca0-4080-ac41-de89d721d9e8,"2024-05-20 14:50:29.079594","2024-08-16 15:21:15.222743",1,NULL,NULL,79d718d7-6c6a-4312-8860-5c00583a71d0,account
0b15a041-24c5-4747-83d4-9ebd6f777cbd,"2023-02-21 08:33:12.584247","2024-08-16 15:21:22.707072",1,,,2fe5dcee-aa17-4e86-bb1d-d97dea5eac1a,space
0b329838-d66f-4b17-98fb-8dab2d934a7e,"2024-06-03 19:50:28.009604","2024-08-16 15:21:22.745355",1,,,5b379434-fa9c-4344-8ffe-b1ba85eb6204,space
0b8c6692-27ca-46b4-9b3b-251a121a5987,"2024-04-08 10:04:44.228532","2024-08-16 15:21:22.778900",1,,,0615dda2-4ab1-4297-a084-3ac005a5f48d,space
0ba2dcb3-676a-407c-a4f0-2028b6d07454,"2024-04-10 12:24:40.133738","2024-08-16 15:21:53.298562",1,,,3c372f15-62e2-4c78-8972-1b4ed6e34dc5,virtual-contributor
